date,open,high,low,close,volume
2025-02-26,533.46,576.33,490.82,528.3,11642092
2025-03-05,528.3,583.18,406.13,504.63,11432892
2025-03-12,504.63,531.86,428.47,473.52,9804211
2025-03-19,473.52,498.11,377.65,418.46,11681246
2025-03-26,418.46,465.08,351.01,410.22,14815048
2025-04-02,410.22,415.01,353.75,400.33,8911319
2025-04-09,400.33,485.23,362.92,467.14,10097026
2025-04-16,467.14,537.39,437.8,514.57,9287176
2025-04-23,514.57,523.81,457.1,485.59,11027272
2025-04-30,485.59,506.36,430.49,455.74,8444274
2025-05-07,455.74,545.47,443.78,476.18,10574457
2025-05-14,476.18,527.6,431.08,472.88,9395868
2025-05-21,472.88,532.55,389.16,482.71,14039491
2025-05-28,482.71,537.42,452.3,500.57,9608559
2025-06-04,500.57,595.77,456.86,566.02,9366298
2025-06-11,566.02,632.98,528.9,587.0,8472157
2025-06-18,587.0,697.85,567.13,601.78,8179067
2025-06-25,601.78,784.89,555.63,702.01,12077673
2025-07-02,702.01,774.76,604.15,608.24,9397675
2025-07-09,608.24,797.68,531.41,727.29,14284152
2025-07-16,727.29,892.51,612.83,694.08,9644472
2025-07-23,694.08,751.24,625.82,686.05,9584637
2025-07-30,686.05,768.47,530.05,622.69,11003476
2025-08-06,622.69,631.65,475.68,501.36,9726373
2025-08-13,501.36,533.86,402.14,483.91,12920435
2025-08-20,483.91,598.01,463.84,571.92,11283770
